user_id,date,device,gender
514406,2/24/2015,Desktop,Male
716221,3/27/2015,Desktop,Male
875754,1/2/2015,Desktop,Male
247338,2/28/2015,Desktop,Female
597065,2/19/2015,Mobile,Male
271761,1/23/2015,Desktop,Female
688968,1/1/2015,Desktop,Female
40731,2/10/2015,Desktop,Female
380900,2/1/2015,Desktop,Male
507386,3/4/2015,Desktop,Male
677741,1/11/2015,Desktop,Female
447223,4/14/2015,Desktop,Female
327144,2/9/2015,Desktop,Male
957973,4/7/2015,Desktop,Male
477136,1/3/2015,Desktop,Male
993531,1/29/2015,Desktop,Female
999507,2/20/2015,Desktop,Female
584100,1/5/2015,Mobile,Female
551851,3/21/2015,Desktop,Male
36012,4/27/2015,Desktop,Female
859780,1/6/2015,Desktop,Female
775459,2/14/2015,Desktop,Male
687314,2/15/2015,Desktop,Male
542486,3/9/2015,Desktop,Female
70757,4/20/2015,Mobile,Female
262555,4/16/2015,Mobile,Female
900857,2/1/2015,Mobile,Male
914694,3/16/2015,Desktop,Male
124631,1/8/2015,Desktop,Female
940828,3/19/2015,Desktop,Male
749782,1/22/2015,Desktop,Female
741013,3/6/2015,Mobile,Male
578809,2/18/2015,Desktop,Male
448767,3/31/2015,Desktop,Male
346529,3/22/2015,Desktop,Female
166765,4/18/2015,Desktop,Male
862143,4/12/2015,Desktop,Male
608519,2/9/2015,Mobile,Male
147272,4/30/2015,Desktop,Male
929015,1/17/2015,Desktop,Male
994645,3/29/2015,Mobile,Female
606024,1/26/2015,Mobile,Male
883661,4/13/2015,Desktop,Female
815731,4/10/2015,Desktop,Male
733096,1/19/2015,Desktop,Female
153859,1/29/2015,Mobile,Female
228647,3/9/2015,Desktop,Female
44103,1/2/2015,Desktop,Male
475643,4/14/2015,Mobile,Female
717378,3/9/2015,Mobile,Male
671383,3/3/2015,Desktop,Male
196473,4/27/2015,Desktop,Male
982752,4/11/2015,Desktop,Male
320235,3/20/2015,Mobile,Male
285882,1/27/2015,Mobile,Female
966856,1/11/2015,Desktop,Female
513780,2/2/2015,Desktop,Female
988493,1/26/2015,Mobile,Male
160100,3/28/2015,Mobile,Female
743071,3/28/2015,Desktop,Male
80975,3/1/2015,Desktop,Female
96374,4/26/2015,Desktop,Female
106104,2/13/2015,Mobile,Male
961481,4/30/2015,Desktop,Female
873276,2/28/2015,Desktop,Female
183849,3/17/2015,Mobile,Female
881429,2/25/2015,Desktop,Male
33116,1/7/2015,Mobile,Female
72059,4/16/2015,Mobile,Female
601691,1/31/2015,Mobile,Female
603715,3/21/2015,Desktop,Male
511661,4/5/2015,Mobile,Female
178144,4/1/2015,Desktop,Male
33024,4/5/2015,Desktop,Male
119588,4/30/2015,Desktop,Male
833489,4/27/2015,Mobile,Female
999919,4/24/2015,Mobile,Male
505736,4/27/2015,Desktop,Female
1850,4/15/2015,Mobile,Male
960801,1/13/2015,Mobile,Male
449667,3/31/2015,Desktop,Male
838941,4/8/2015,Mobile,Male
125918,3/14/2015,Mobile,Female
587135,1/26/2015,Mobile,Female
522761,4/20/2015,Mobile,Female
638114,1/9/2015,Mobile,Female
809713,3/21/2015,Desktop,Female
856569,1/29/2015,Desktop,Female
385867,1/22/2015,Mobile,Male
109254,3/8/2015,Mobile,Male
136478,4/24/2015,Desktop,Female
68010,2/16/2015,Desktop,Male
299821,3/13/2015,Desktop,Female
69703,2/23/2015,Mobile,Female
571080,2/6/2015,Mobile,Male
581956,2/25/2015,Mobile,Male
538422,2/5/2015,Desktop,Male
234850,1/22/2015,Desktop,Male
514968,4/1/2015,Mobile,Male
329250,2/7/2015,Desktop,Male
842337,2/23/2015,Desktop,Female
614645,4/27/2015,Desktop,Male
321738,3/4/2015,Mobile,Male
441049,1/25/2015,Desktop,Female
344758,4/14/2015,Desktop,Female
38228,3/8/2015,Desktop,Female
767828,1/8/2015,Desktop,Female
490018,2/16/2015,Mobile,Female
748038,1/10/2015,Desktop,Female
359974,2/1/2015,Desktop,Male
74853,3/13/2015,Desktop,Male
760535,2/9/2015,Mobile,Female
251790,3/10/2015,Desktop,Female
231382,2/26/2015,Mobile,Female
327213,1/14/2015,Desktop,Male
735003,1/2/2015,Desktop,Female
396609,1/19/2015,Mobile,Male
741537,3/12/2015,Desktop,Male
150848,2/17/2015,Mobile,Female
318814,1/9/2015,Desktop,Male
52926,2/21/2015,Desktop,Female
425712,3/27/2015,Desktop,Female
435151,3/10/2015,Desktop,Female
361644,4/13/2015,Desktop,Female
403748,4/25/2015,Mobile,Female
667530,2/2/2015,Mobile,Female
334242,3/23/2015,Desktop,Female
33980,3/22/2015,Desktop,Female
263034,4/5/2015,Mobile,Female
40068,1/2/2015,Desktop,Male
545961,2/2/2015,Mobile,Female
717951,1/12/2015,Mobile,Female
354377,2/23/2015,Desktop,Female
967033,3/8/2015,Mobile,Female
19707,4/24/2015,Mobile,Male
782372,2/5/2015,Desktop,Male
767940,3/3/2015,Desktop,Male
87804,3/13/2015,Mobile,Male
383218,1/8/2015,Desktop,Male
979913,3/24/2015,Desktop,Male
333429,4/15/2015,Desktop,Male
234387,3/25/2015,Desktop,Male
718625,4/1/2015,Desktop,Male
403460,4/1/2015,Desktop,Female
296161,4/28/2015,Desktop,Female
115359,3/30/2015,Desktop,Male
38550,3/3/2015,Desktop,Male
641863,4/23/2015,Desktop,Female
885491,4/1/2015,Desktop,Female
942329,1/10/2015,Mobile,Female
435079,3/15/2015,Desktop,Female
659630,4/25/2015,Desktop,Female
32117,2/15/2015,Mobile,Male
753796,3/19/2015,Desktop,Male
701669,4/3/2015,Desktop,Male
619293,2/12/2015,Desktop,Female
517829,4/3/2015,Desktop,Male
514675,4/14/2015,Desktop,Male
131793,3/31/2015,Desktop,Male
756068,1/10/2015,Mobile,Male
187412,2/14/2015,Mobile,Female
580368,2/21/2015,Desktop,Male
353265,2/10/2015,Desktop,Male
121069,1/5/2015,Mobile,Female
66337,2/10/2015,Mobile,Male
876424,4/23/2015,Mobile,Male
70627,3/1/2015,Desktop,Male
355059,2/13/2015,Mobile,Male
605467,1/20/2015,Desktop,Male
183648,3/26/2015,Desktop,Female
127688,1/4/2015,Desktop,Male
583730,4/12/2015,Desktop,Female
111537,2/3/2015,Desktop,Male
745107,4/13/2015,Mobile,Male
593552,1/29/2015,Mobile,Female
219860,2/14/2015,Desktop,Male
28445,4/28/2015,Desktop,Male
438317,4/22/2015,Desktop,Male
539011,3/11/2015,Mobile,Male
344997,2/1/2015,Desktop,Male
777191,3/21/2015,Desktop,Male
984688,4/27/2015,Mobile,Male
163713,1/26/2015,Mobile,Male
927412,1/19/2015,Desktop,Female
520437,4/16/2015,Desktop,Female
692287,2/16/2015,Desktop,Male
161703,2/11/2015,Desktop,Male
991463,2/18/2015,Mobile,Male
410921,4/27/2015,Mobile,Male
91327,1/11/2015,Desktop,Female
861358,3/29/2015,Mobile,Female
743446,3/1/2015,Mobile,Female
401984,1/14/2015,Mobile,Male
778210,1/20/2015,Mobile,Male
989890,4/3/2015,Mobile,Male
16073,2/25/2015,Desktop,Female
309382,3/17/2015,Desktop,Male
961252,3/17/2015,Mobile,Female
728496,4/15/2015,Desktop,Female
101813,2/26/2015,Mobile,Female
286819,3/18/2015,Mobile,Male
814475,3/16/2015,Mobile,Male
443876,4/30/2015,Desktop,Male
285006,3/8/2015,Desktop,Male
524399,2/15/2015,Mobile,Male
373583,3/12/2015,Desktop,Male
586581,2/3/2015,Desktop,Male
198671,1/9/2015,Desktop,Female
920820,2/19/2015,Mobile,Female
363839,2/13/2015,Mobile,Male
51583,1/6/2015,Mobile,Male
548807,1/2/2015,Desktop,Male
853925,1/2/2015,Mobile,Female
117492,1/22/2015,Desktop,Male
360677,4/3/2015,Desktop,Female
959412,4/2/2015,Desktop,Male
152558,2/5/2015,Desktop,Male
469165,2/13/2015,Mobile,Male
472216,2/2/2015,Desktop,Female
633042,4/6/2015,Mobile,Male
284836,1/12/2015,Mobile,Female
198489,1/8/2015,Mobile,Female
598699,4/18/2015,Desktop,Male
75443,2/12/2015,Mobile,Female
856826,1/14/2015,Desktop,Male
629115,1/22/2015,Desktop,Male
680489,2/10/2015,Desktop,Male
675430,4/21/2015,Mobile,Male
402435,3/6/2015,Desktop,Male
448996,1/23/2015,Desktop,Male
237248,4/5/2015,Mobile,Male
528107,4/29/2015,Mobile,Male
163444,3/31/2015,Mobile,Male
402590,3/31/2015,Desktop,Male
984352,2/11/2015,Mobile,Male
922508,1/20/2015,Desktop,Male
13248,4/6/2015,Mobile,Male
234705,3/9/2015,Desktop,Male
309147,1/22/2015,Desktop,Male
693690,1/18/2015,Mobile,Female
312774,4/18/2015,Mobile,Male
672795,3/26/2015,Mobile,Female
440031,3/31/2015,Desktop,Female
980266,1/20/2015,Mobile,Female
437059,1/4/2015,Desktop,Male
726439,4/6/2015,Desktop,Male
50866,1/23/2015,Desktop,Male
912691,3/1/2015,Mobile,Male
177527,1/15/2015,Desktop,Female
932426,2/28/2015,Mobile,Female
659006,1/31/2015,Mobile,Male
592358,3/16/2015,Desktop,Female
372793,2/22/2015,Desktop,Female
516124,1/13/2015,Mobile,Male
967969,2/12/2015,Mobile,Male
410338,1/4/2015,Desktop,Female
392644,3/8/2015,Mobile,Male
39653,3/6/2015,Desktop,Male
662175,3/27/2015,Desktop,Female
921641,4/1/2015,Desktop,Female
749661,2/21/2015,Desktop,Female
484610,3/27/2015,Desktop,Male
651850,2/19/2015,Desktop,Female
587892,1/1/2015,Desktop,Female
565147,3/2/2015,Desktop,Female
800964,3/3/2015,Mobile,Female
802861,3/4/2015,Desktop,Female
95221,1/12/2015,Desktop,Female
676962,4/16/2015,Desktop,Male
334941,4/25/2015,Desktop,Female
227719,2/7/2015,Desktop,Female
753221,2/20/2015,Desktop,Male
276261,4/20/2015,Mobile,Male
11026,1/20/2015,Desktop,Male
384505,1/27/2015,Desktop,Male
133089,3/10/2015,Desktop,Male
119643,4/12/2015,Desktop,Male
148157,4/29/2015,Mobile,Female
664526,2/11/2015,Mobile,Male
577515,1/28/2015,Desktop,Male
582219,1/4/2015,Desktop,Female
670302,4/14/2015,Mobile,Female
663898,1/26/2015,Desktop,Female
87566,1/22/2015,Mobile,Male
365697,1/6/2015,Desktop,Female
813996,3/20/2015,Desktop,Male
429546,1/11/2015,Desktop,Female
514144,1/11/2015,Desktop,Female
198768,2/20/2015,Desktop,Female
392569,4/26/2015,Desktop,Male
222495,4/26/2015,Desktop,Female
726256,2/21/2015,Mobile,Female
482695,1/25/2015,Desktop,Female
700072,3/16/2015,Desktop,Female
278804,3/25/2015,Desktop,Male
610022,3/4/2015,Mobile,Female
114427,1/7/2015,Desktop,Female
898604,1/15/2015,Desktop,Female
61888,1/28/2015,Mobile,Male
662476,4/21/2015,Desktop,Male
434293,3/7/2015,Desktop,Male
323770,3/3/2015,Mobile,Male
760034,1/29/2015,Desktop,Female
913556,1/20/2015,Mobile,Female
657726,4/17/2015,Desktop,Female
665185,4/6/2015,Mobile,Female
783958,1/16/2015,Desktop,Female
787925,2/18/2015,Mobile,Female
202790,3/11/2015,Mobile,Female
759056,2/7/2015,Mobile,Female
568825,3/29/2015,Desktop,Female
650793,2/26/2015,Mobile,Male
537349,4/6/2015,Desktop,Female
782127,1/20/2015,Desktop,Female
714827,4/21/2015,Mobile,Female
914267,3/28/2015,Desktop,Female
289154,3/14/2015,Desktop,Female
310034,1/13/2015,Desktop,Male
580771,3/26/2015,Mobile,Female
150502,3/17/2015,Desktop,Female
489768,3/19/2015,Desktop,Male
381709,3/21/2015,Desktop,Female
80660,3/23/2015,Desktop,Male
572469,1/28/2015,Desktop,Male
525504,2/21/2015,Desktop,Male
824398,1/9/2015,Desktop,Male
851287,1/26/2015,Mobile,Female
137451,4/21/2015,Desktop,Male
179966,3/13/2015,Mobile,Male
983151,2/11/2015,Mobile,Male
861515,3/26/2015,Mobile,Male
821174,2/3/2015,Desktop,Female
23933,1/13/2015,Desktop,Male
883845,1/13/2015,Desktop,Female
644478,2/1/2015,Desktop,Female
881057,4/18/2015,Desktop,Female
370367,3/24/2015,Mobile,Male
775988,2/25/2015,Desktop,Male
271432,3/22/2015,Desktop,Female
264178,2/10/2015,Mobile,Male
773863,1/6/2015,Desktop,Female
961397,3/6/2015,Desktop,Male
646873,1/26/2015,Desktop,Female
305865,3/13/2015,Mobile,Male
810006,2/16/2015,Mobile,Female
203437,3/4/2015,Desktop,Female
550318,2/9/2015,Mobile,Male
770237,1/11/2015,Desktop,Male
920041,1/22/2015,Mobile,Female
77201,3/10/2015,Desktop,Female
654749,4/27/2015,Mobile,Male
219474,3/13/2015,Desktop,Male
913542,2/5/2015,Desktop,Male
608914,1/31/2015,Desktop,Female
991251,4/29/2015,Mobile,Male
824989,1/11/2015,Desktop,Male
724505,2/8/2015,Desktop,Female
856167,4/2/2015,Mobile,Female
221073,2/25/2015,Mobile,Female
748577,4/6/2015,Desktop,Female
431999,3/7/2015,Desktop,Male
837799,2/5/2015,Desktop,Male
655591,1/1/2015,Desktop,Male
125171,4/26/2015,Desktop,Male
574396,1/19/2015,Desktop,Female
773849,1/3/2015,Desktop,Male
172898,2/2/2015,Desktop,Male
944112,4/27/2015,Desktop,Female
887239,3/9/2015,Desktop,Male
437551,1/6/2015,Desktop,Male
537968,2/27/2015,Desktop,Female
101890,1/19/2015,Desktop,Male
324002,4/28/2015,Mobile,Female
197216,3/24/2015,Desktop,Male
155965,2/23/2015,Desktop,Female
204259,4/29/2015,Mobile,Male
668034,4/4/2015,Desktop,Male
692448,2/28/2015,Mobile,Male
321372,3/29/2015,Desktop,Male
522605,3/8/2015,Desktop,Male
14778,3/15/2015,Mobile,Male
858060,4/11/2015,Desktop,Male
368660,4/6/2015,Mobile,Female
722145,1/3/2015,Desktop,Female
626937,1/10/2015,Desktop,Female
301598,1/5/2015,Mobile,Male
162497,3/26/2015,Desktop,Male
693737,2/14/2015,Desktop,Male
683270,3/27/2015,Desktop,Female
371788,1/29/2015,Desktop,Female
924857,1/25/2015,Desktop,Female
834739,3/27/2015,Desktop,Male
645466,1/2/2015,Mobile,Male
780030,4/7/2015,Desktop,Female
926209,4/30/2015,Desktop,Female
278349,3/6/2015,Desktop,Male
770416,2/11/2015,Mobile,Male
555105,4/7/2015,Desktop,Male
844940,3/24/2015,Desktop,Male
87831,4/23/2015,Desktop,Male
981614,2/12/2015,Desktop,Female
782518,2/1/2015,Desktop,Male
75027,3/14/2015,Mobile,Male
919492,2/1/2015,Desktop,Male
287096,2/3/2015,Desktop,Male
798637,3/6/2015,Desktop,Male
449697,3/8/2015,Desktop,Male
924197,3/13/2015,Mobile,Female
10332,4/22/2015,Desktop,Female
667074,4/9/2015,Mobile,Female
400898,3/15/2015,Desktop,Male
96135,4/19/2015,Desktop,Male
125154,1/27/2015,Mobile,Female
174469,1/17/2015,Desktop,Female
621067,3/5/2015,Desktop,Female
163073,1/4/2015,Desktop,Female
646420,3/31/2015,Desktop,Female
771970,1/11/2015,Desktop,Female
275831,1/19/2015,Mobile,Female
744512,2/12/2015,Desktop,Female
825844,3/10/2015,Mobile,Female
418492,4/15/2015,Desktop,Male
189443,4/5/2015,Desktop,Male
108940,1/17/2015,Mobile,Female
501024,4/3/2015,Mobile,Male
144819,3/22/2015,Mobile,Male
607979,4/21/2015,Desktop,Female
310819,4/24/2015,Desktop,Female
143821,1/16/2015,Desktop,Male
987023,3/21/2015,Desktop,Female
419489,3/30/2015,Desktop,Female
998332,4/13/2015,Desktop,Male
828094,4/17/2015,Mobile,Female
405613,4/4/2015,Desktop,Male
612987,4/15/2015,Desktop,Male
409329,3/30/2015,Mobile,Female
73399,2/14/2015,Desktop,Male
474666,4/13/2015,Desktop,Male
979996,4/5/2015,Mobile,Female
530100,3/13/2015,Desktop,Female
389946,4/12/2015,Desktop,Male
258840,2/25/2015,Desktop,Male
623339,1/10/2015,Mobile,Female
782554,1/25/2015,Mobile,Female
854539,4/29/2015,Desktop,Male
117169,4/3/2015,Desktop,Male
275930,1/12/2015,Mobile,Female
517198,3/14/2015,Mobile,Male
742921,2/6/2015,Desktop,Female
390571,3/15/2015,Desktop,Female
146609,2/22/2015,Mobile,Female
693121,4/21/2015,Mobile,Male
169016,1/23/2015,Mobile,Male
517759,2/11/2015,Mobile,Female
759400,1/25/2015,Desktop,Male
646064,4/28/2015,Desktop,Male
96474,4/2/2015,Desktop,Male
84346,2/10/2015,Mobile,Female
800521,4/16/2015,Mobile,Male
